ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
591059,           Kübel Aria terra antik 15.5cm,    3.49,       0,    4.89,    12,       132,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            132,1,    white terra,      D15.5xH13,              591057,204,
591060,           Kübel Aria terra antik 18.5cm,    5.49,       0,    7.69,     8,        80,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             80,1,    white terra,      D18.5xH15,              591057,120,
591061,             Kübel Aria terra antik 21cm,    8.29,       0,   11.59,     4,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             56,1,    white terra,        D21xH18,              591057,76,
591062,             Kübel Ami altrosa-weiß 13cm,    2.99,       0,    4.19,    18,       252,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            252,1,   altrosa-weiß,      D13xH10.5,              591062,252,
591063,             Kübel Ami altrosa-weiß 16cm,    5.79,       0,    8.09,     8,        32,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,   altrosa-weiß,        D16xH13,              591062,32,
591064,             Kübel Ami altrosa-weiß 22cm,   13.99,       0,   19.99,     4,        44,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             44,1,   altrosa-weiß,      D22xH17.5,              591062,44,
591065,        Hochtopf Ami altrosa-weiß 15.5cm,    2.99,       0,    4.19,    12,       288,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            288,1,   altrosa-weiß,     D9.5xH15.5,              591062,288,
591066,        Hochtopf Ami altrosa-weiß 18.5cm,    4.59,       0,    6.39,     8,       152,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            152,1,   altrosa-weiß,      D11xH18.5,              591062,152,
591067,          Hochtopf Ami altrosa-weiß 24cm,    7.99,       0,   11.19,     6,        96,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             96,1,   altrosa-weiß,        D14xH24,              591062,96,
591068,          Hochtopf Ami altrosa-weiß 27cm,   13.29,       0,   18.59,     4,       100,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            100,1,   altrosa-weiß,        D17xH27,              591062,100,
591072,          Schale Shishi antik-braun 19cm,    4.99,       0,    6.99,     6,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             48,1,    antik-braun,       D19xH9.5,              591069,48,
591073,        Schale Shishi antik-braun 26.5cm,    8.99,       0,   12.59,     4,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             60,1,    antik-braun,      D26.5xH11,              591069,60,
591078,            Kübel Trunky rustic wood 8cm,    1.89,       0,    2.69,    32,       832,11.10.2021,1280 ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -448,1,    rustic wood,        D8xH7.5,              591078,0,
591079,         Kübel Trunky rustic wood 11.5cm,    2.79,       0,    3.99,    12,       852,11.10.2021,1200 ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -348,1,    rustic wood,      11.5x10.5,              591078,0,
591080,         Kübel Trunky rustic wood 14.5cm,    3.89,       0,    5.49,     8,       560,11.10.2021,800  ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -240,1,    rustic wood,      14.5x13.5,              591078,0,
591081,           Kübel Trunky rustic wood 17cm,    5.99,       0,    8.39,     4,       208,11.10.2021,360  ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,           -152,1,    rustic wood,        D17xH16,              591078,0,
591082,         Kübel Trunky rustic wood 20.5cm,    7.99,       0,   11.19,     2,       168,11.10.2021,260  ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            -92,1,    rustic wood,      D20.5xH18,              591078,0,
591083,            Vase Trunky rustic wood 21cm,    5.49,       0,    7.79,     6,        96,11.10.2021,168  ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            -72,1,   rustic wood ,            H21,              591078,0,
591084,            Vase Trunky rustic wood 26cm,    8.59,       0,   12.09,     4,        76,11.10.2021,120  ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            -44,1,    rustic wood,            H26,              591078,0,
591085,    Jardiniere Trunky rustic wood 20.5cm,    4.29,       0,    6.09,     6,       210,11.10.2021,300  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,            -90,1,    rustic wood,      D20.5xH11,              591078,0,
591086,    Jardiniere Trunky rustic wood 26.5cm,    6.99,       0,    9.79,     4,       140,11.10.2021,200  ,          ,     ,          ,     ,UNKATEGORISIERT,                   JARDINIEREN,            -60,1,    rustic wood,      D26.5xH13,              591078,0,
591087,             Kübel Aeon antik-grau 8.5cm,    1.49,       0,    2.09,    24,       648,11.10.2021,864  ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -216,1,     antik-grau,        D8.5xH7,              591087,0,
591088,            Kübel Aeon antik-grau 12.5cm,    2.99,       0,    4.19,    18,       846,11.10.2021,1080 ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -234,1,     antik-grau,      D12.5xH11,              591087,0,
591089,              Kübel Aeon antik-grau 15cm,    4.29,       0,    6.09,    12,       792,11.10.2021,960  ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -168,1,     antik-grau,      D15xH12.5,              591087,0,
591090,              Kübel Aeon antik-grau 19cm,    5.99,       0,    8.39,     8,       128,11.10.2021,240  ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,           -112,1,     antik-grau,        D19xH15,              591087,0,
591091,           Kübel Mystiq mystic white 9cm,    1.59,       0,    2.19,    48,       672,11.10.2021,1440 ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -768,1,   mystic white,        D9xH8.5,              591091,0,
591092,          Kübel Mystiq mystic white 11cm,    2.19,       0,    3.09,    27,       756,11.10.2021,1350 ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -594,1,  mystic white ,      D11xH10.5,              591091,0,
591093,        Kübel Mystiq mystic white 13.5cm,    2.79,       0,    3.89,    18,       504,11.10.2021,990  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -486,1,  mystic white ,      D13.5xH13,              591091,0,
591094,          Kübel Mystiq mystic white 16cm,    3.99,       0,    5.59,    12,       336,11.10.2021,660  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -324,1,  mystic white ,        D16xH14,              591091,0,
591095,          Kübel Mystiq mystic white 19cm,    5.59,       0,    7.79,     8,       248,11.10.2021,440  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -192,1,   mystic white,        D19xH16,              591091,0,
591096,          Kübel Mystiq mystic white 22cm,    7.99,       0,   11.19,     4,       224,11.10.2021,360  ,          ,     ,          ,     ,                        HW2021,                         KÜBEL,           -136,1,   mystic white,        D22xH19,              591091,0,
591097,           Vase Mystiq mystic white 20cm,    4.59,       0,    6.39,     8,       144,11.10.2021,280  ,          ,     ,          ,     ,                        HW2021,                         VASEN,           -136,1,   mystic white,            H20,              591091,0,
591098,         Vase Mystiq mystic white 24.5cm,    5.99,       0,    8.39,     4,       104,11.10.2021,200  ,          ,     ,          ,     ,                        HW2021,                         VASEN,            -96,1,   mystic white,          H24.5,              591091,0,
591099,   Boot-Jard. Mystiq mystic white 32.5cm,    8.99,       0,   12.59,     4,       156,11.10.2021,280  ,          ,     ,          ,     ,                        HW2021,                   JARDINIEREN,           -124,1,   mystic white,      32.5x14.5,              591091,0,
591100,Boot-Jardiniere Mystiq mystic white 35cm,   13.99,       0,   19.59,     2,        74,11.10.2021,160  ,          ,     ,          ,     ,                        HW2021,                   JARDINIEREN,            -86,1,   mystic white,        D35xH25,              591091,0,
591102,       Schale Mystiq mystic white 10.5cm,    1.99,       0,    2.79,    48,       864,11.10.2021,960  ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,            -96,1,   mystic white,       D10.5xH5,              591091,0,
591103,       Schale Mystiq mystic white 15.5cm,    2.89,       0,    3.99,    24,       336,11.10.2021,480  ,          ,     ,          ,     ,                        HW2021,                       SCHALEN,           -144,1,   mystic white,       D15.5xH5,              591091,0,
592100,  Deko-Haus Maison craquelée-silber 10cm,    2.59,       0,    3.59,     6,       162,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,            162,1,         silber,       H10xD6.3,              592100,186,
592101,  Deko-Haus Maison craquelée-silber 16cm,    3.99,       0,    5.59,     6,       126,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,            126,1,         silber,         H16xD8,              592100,144,
592102,  Deko-Haus Maison craquelée-silber 22cm,    6.99,       0,    9.79,     1,        42,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,             42,1,         silber,      H22xD10.5,              592100,60,
592106,    Deko-Haus Maison craquelée-weiß 10cm,    2.59,       0,    3.59,     6,        54,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,             54,1,           weiß,       H10xD6.3,              592100,84,
592107,    Deko-Haus Maison craquelée-weiß 16cm,    3.99,       0,    5.59,     6,        30,          ,     ,          ,     ,          ,     ,                       KERAMIK,                  DEKO-OBJEKTE,             30,1,           weiß,         H16xD8,              592100,54,
592109,         Mini-Vase Fina mélange pink 8cm,    1.99,       0,    2.79,    24,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             24,1,           pink,          H8xD8,              592109,24,
592113,         Mini-Vase Fina mélange grey 8cm,    1.99,       0,    2.79,    24,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             24,1,           grey,          H8xD8,              592109,24,
592118,    Mini-Vase Heey mélange purple 13.5cm,    2.99,       0,    4.19,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             12,1,         purple,       H13.5xD8,              592115,12,
592120,      Mini-Vase Heey mélange grey 13.5cm,    2.99,       0,    4.19,    12,         9,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,              9,1,           grey,       H13.5xD8,              592115,9,
592121,          Kübel Tanguy mélange pink 13cm,    4.99,       0,    6.99,    12,       246,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            246,1,           pink,        D13xH18,              592121,258,
592122,        Kübel Tanguy mélange pink 19.5cm,    9.99,       0,   13.99,     4,        75,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             75,1,           pink,      D19.5XH27,              592121,83,
592123,          Kübel Tanguy mélange pink 27cm,   14.99,       0,   19.99,     2,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,           pink,        D27XH37,              592121,44,
592124,        Kübel Tanguy mélange purple 13cm,    4.99,       0,    6.99,    12,       270,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            270,1,         purple,        D13xH18,              592121,270,
592125,      Kübel Tanguy mélange purple 19.5cm,    9.99,       0,   13.99,     4,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             60,1,         purple,      D19.5XH27,              592121,60,
592126,        Kübel Tanguy mélange purple 27cm,   14.99,       0,   19.99,     2,        32,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,         purple,        D27XH37,              592121,32,
592127,          Kübel Tanguy mélange grey 13cm,    4.99,       0,    6.99,    12,       210,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            210,1,           grey,        D13xH18,              592121,210,
592128,        Kübel Tanguy mélange grey 19.5cm,    9.99,       0,   13.99,     4,        84,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             84,1,           grey,      D19.5XH27,              592121,84,
592129,          Kübel Tanguy mélange grey 27cm,   14.99,       0,   19.99,     2,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,           grey,        D27XH37,              592121,24,
592134,             Vase Zion mélange grey 20cm,    3.69,       0,    4.69,    12,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             36,1,           grey,         H20XD8,              592130,36,
592135,             Vase Zion mélange grey 25cm,    4.89,       0,    6.89,    12,        71,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             71,1,           grey,        H25XD10,              592130,71,
592138,             Mini-Vase Muse white 11.5cm,    2.99,       0,    4.19,    24,        22,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             22,1,          white,     H11.5xD9.8,              592137,22,
592139,             Mini-Vase Muse white 15.5cm,    3.79,       0,    5.59,    24,        22,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             22,1,          white,      H15.5xD10,              592137,22,
592140,                  Vase Muse white 24.5cm,    9.99,       0,   13.99,    12,        94,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             94,1,          white,      H24.5xD12,              592137,94,
592141,            Flaschenvase Muse white 30cm,   13.99,       0,   19.59,     6,        24,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             24,1,          white,        H30xD15,              592137,24,
592142,          Flaschenvase Muse white 14.5cm,    7.99,       0,   11.19,     6,        48,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             48,1,          white,      H14.5xD14,              592137,48,
592146,        Kübel Mullroy pirate green 8.5cm,    0.99,       0,    1.39,    24,       696,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            696,1,   pirate green,        D8.5xH8,              592146,696,
592147,         Kübel Mullroy pirate green 12cm,    2.59,       0,    3.59,    18,       198,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            198,1,   pirate green,      D12xH12.3,              592146,198,
592148,         Kübel Mullroy pirate green 17cm,    4.99,       0,    6.99,     6,       226,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            226,1,   pirate green,      D17xH15.5,              592146,226,
592149,        Vase Mullroy pirate green 19.5cm,    4.99,       0,    6.99,     6,       126,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,            126,1,   pirate green,      H19.5xD14,              592146,126,
592150,          Vase Mullroy pirate green 24cm,    6.99,       0,    9.79,     4,        32,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             32,1,   pirate green,        H24xD17,              592146,32,
592151,        Kübel Dorian pirate green 12.5cm,    4.99,       0,    6.99,    12,       228,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            228,1,   pirate green,       D12.5xH9,              592151,228,
592152,          Kübel Dorian pirate green 18cm,    8.99,       0,   12.59,     8,         8,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              8,1,   pirate green,      D18xH12.7,              592151,8,
592153,          Kübel Dorian pirate green 21cm,   13.99,       0,   19.59,     4,        60,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             60,1,   pirate green,        D21xH15,              592151,60,
592154,           Vase Dorian pirate green 21cm,    8.99,       0,   12.59,     6,        30,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             30,1,   pirate green,      H21xD12.5,              592151,30,
592155,           Vase Dorian pirate green 29cm,   13.99,       0,   19.99,     6,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             12,1,   pirate green,      H29xD14.5,              592151,12,
592161,            Kübel Arty vivid colors 24cm,    9.99,       0,   13.99,     4,        16,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             16,1,   vivid colors,      D24xH22.5,              592159,16,
592164,             Vase Arty vivid colors 24cm,    7.99,       0,   11.19,     6,        22,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         VASEN,             22,1,   vivid colors,        H24xD24,              592159,22,
592165,      Kübel Panto sandy white glaze 12cm,    3.99,       0,    5.59,    12,       216,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            216,1,sandy white gla,      D12xH12.5,              592165,216,
592166,      Kübel Panto sandy white glaze 14cm,    4.99,       0,    6.99,    12,        80,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             80,1,sandy white gla,      D13.7xH14,              592165,80,
592167,      Kübel Panto sandy white glaze 16cm,    7.99,       0,   10.99,     6,        36,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             36,1,sandy white gla,        D16xH17,              592165,42,
593114, Schale Xantia stein/gold vintage 18.5cm,    1.99,       0,    2.79,     8,       206,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            206,1,     stein/gold,        D18.5x9,              593110,206,
593115,   Schale Xantia stein/gold vintage 21cm,    3.59,       0,    4.99,     8,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             40,1,     stein/gold,        D21x9.5,              593110,40,
593116,    Jard. Xantia stein/gold vintage 20cm,    1.99,       0,    2.79,     8,       191,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,            191,1,     stein/gold,       D20x10.5,              593110,191,
593120,Kübel Xantia stein/silber vintage 19.5cm,    2.99,       0,    4.19,     6,       352,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            352,1,   stein/silber,      D19.5xH16,              593110,358,
593122,Schale Xantia stein/silb. vintage 18.5cm,    1.99,       0,    2.79,     8,       448,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            448,1,   stein/silber,        D18.5x9,              593110,456,
593123, Schale Xantia stein/silb. vintage  21cm,    3.59,       0,    4.99,     8,       158,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            158,1,   stein/silber,        D21x9.5,              593110,166,
593126,            Kübel Rosie hell-blau 11.5cm,    1.99,       0,    2.79,    18,       360,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            360,1,      hell-blau,      D11.5xH11,              593126,360,
593128,              Kübel Rosie hell-blau 19cm,    6.99,       0,    9.79,     6,       138,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            138,1,      hell-blau,        D19xH16,              593126,138,
593129,             Schale Rosie hell-blau 22cm,    4.99,       0,    6.99,     6,       162,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,            162,1,      hell-blau,        D22xH10,              593126,162,
593130,            Kübel Indiana soft blue 12cm,    1.59,       0,    2.19,    16,        48,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             48,1,      soft blue,        D12xH12,              593130,48,
593131,            Kübel Indiana soft blue 15cm,    2.99,       0,    4.19,    12,        36,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             36,1,      soft blue,        D15xH14,              593130,36,
593132,          Kübel Indiana soft blue 17.5cm,    3.99,       0,    5.59,     6,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             12,1,      soft blue,      D17.5xH17,              593130,12,
593133,           Kübel Deroma terra-green 13cm,    0.99,       0,    1.39,    16,        96,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             96,1,    terra-green,      D13xH11.5,              593133,112,
593138,    Kübel Indiana mit Fuß soft lemon 9cm,    0.99,       0,    1.39,    24,       288,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            288,1,     soft lemon,        D9xH9.5,              593130,288,
593144,              Kübel Rosie hell-grün 19cm,    5.99,       0,    8.99,     6,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             12,1,      hell-grün,      D19xH16.5,              593126,12,
593145,              Kübel Rosie hell-grün 21cm,    7.79,       0,   10.99,     4,        16,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             16,1,      hell-grün,        D21xH18,              593126,16,
593146,         Kübel Circus blue stripes 8.5cm,    0.99,       0,    1.39,    36,       504,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            504,1,  blue stripes ,        D8.5xH9,              593146,504,
593147,        Kübel Circus blue stripes 11.5cm,    1.99,       0,    2.79,    24,       168,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            168,1,  blue stripes ,      D11.5xH11,              593146,168,
593148,        Kübel Circus blue stripes 14.5cm,    2.99,       0,    4.19,    12,        12,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             12,1,  blue stripes ,      D14.5xH15,              593146,12,
593149,         Kübel Circus pink stripes 8.5cm,    0.99,       0,    1.39,    36,       144,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,            144,1,  pink stripes ,        D8.5xH9,              593146,144,
593151,        Kübel Circus pink stripes 14.5cm,    2.99,       0,    4.19,    12,        24,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,             24,1,  pink stripes ,      D14.5xH15,              593146,24,
593155,      Schale Cavino terra antiqua 19.5cm,    2.99,       0,    3.99,     8,        56,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                       SCHALEN,             56,1,  terra antiqua,       D19.5xH9,              593152,56,
593156,        Schale Cavino terra antiqua 24cm,    3.99,       0,    5.59,     4,        52,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,             52,1,  terra antiqua,        D24xH13,              593152,52,
594100,     Kübel Jinglejungle blau-grau 10.5cm,    0.99,       0,    1.39,    36,         6,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,              6,1,      blau-grau,       D10.5xH9,              594100,6,
594103,       Kübel Jinglejungle blau-grau 17cm,    2.99,       0,    3.99,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,1,      blau-grau,      D17xH15.5,              594100,12,
594104,Kübel Jinglejungle hellgrau-natur 10.5cm,    0.99,       0,    1.39,    36,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            144,1, hellgrau-natur,       D10.5xH9,              594100,144,
594107,  Kübel Jinglejungle hellgrau-natur 17cm,    2.99,       0,    3.99,    12,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             48,1, hellgrau-natur,      D17xH15.5,              594100,48,
594116,          Kübel Bento shiny black 12.5cm,    2.89,       0,    3.99,    24,        14,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             14,1,    shiny black,      D12.5xH11,              594112,14,
594138,                    Kübel Yui teal 7.5cm,    1.29,       0,    1.79,    48,        48,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             48,1,           teal,        D7.5xH6,              594130,48,
594139,                     Kübel Yui teal 11cm,    1.99,       0,    2.79,    36,       108,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            108,1,           teal,         D11xH9,              594130,108,
594142,                     Kübel Yui teal 17cm,    5.99,       0,    8.39,    12,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             36,1,           teal,        D17xH16,              594130,36,
594143,                  Hochtopf Yui teal 19cm,    4.99,       0,    6.99,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,             12,1,           teal,        D14xH19,              594130,12,
594144,                Jardiniere Yui teal 21cm,    3.99,       0,    5.59,    18,        54,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             54,1,           teal,      D21xH10.5,              594130,54,
594145,              Jardiniere Yui teal 25.5cm,    6.29,       0,    8.79,    12,        72,          ,     ,          ,     ,          ,     ,                       KERAMIK,                   JARDINIEREN,             72,1,           teal,      D25.5xH13,              594130,72,
594146,                    Kübel Yui grau 7.5cm,    1.29,       0,    1.79,    48,       336,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            336,1,           grau,        D7.5xH6,              594130,336,
594156,       Kübel RockNRoller magic grey 14cm,    4.99,       0,    6.99,    18,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,1,           grau,        D14xH14,              594154,12,
594160,         Kübel Coelho light mocca 11.5cm,    1.99,       0,    2.79,    24,       168,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            168,1,    light mocca,       D11.5xH9,              594160,240,
594161,           Kübel Coelho light mocca 13cm,    2.59,       0,    3.59,    16,       112,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            112,1,    light mocca,        D13xH11,              594160,160,
594162,           Kübel Coelho light mocca 14cm,    2.99,       0,    4.19,    12,       156,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            156,1,    light mocca,        D14xH13,              594160,192,
594163,           Kübel Coelho light mocca 18cm,    4.99,       0,    6.99,     8,       273,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            273,1,    light mocca,        D18xH15,              594160,297,
594164,            Vase Coelho light mocca 21cm,    4.99,       0,    6.99,     6,       132,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            132,1,    light mocca,        H21xD16,              594160,150,
594165,        Schale Coelho light mocca 16.5cm,    2.59,       0,    3.59,    12,       424,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            424,1,    light mocca,       D16.5xH7,              594160,460,
594168,          Kübel Coelho blueish grey 14cm,    4.99,       0,    6.99,    12,       132,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            132,1,   blueish grey,        D14xH13,              594160,132,
594169,          Kübel Coelho blueish grey 18cm,    6.99,       0,    9.79,     8,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            144,1,   blueish grey,        D18xH15,              594160,144,
594170,           Vase Coelho blueish grey 21cm,    7.59,       0,   10.59,     6,       240,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            240,1,   blueish grey,        H21xD16,              594160,240,
594171,       Schale Coelho blueish grey 16.5cm,    3.99,       0,    5.59,    12,       372,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            372,1,   blueish grey,       D16.5xH7,              594160,372,
594176,                  Vase Coelho berry 21cm,    7.59,       0,   10.59,     6,       144,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         VASEN,            144,1,          berry,        H21xD16,              594160,144,
594177,              Schale Coelho berry 16.5cm,    3.99,       0,    5.59,    12,       264,          ,     ,          ,     ,          ,     ,                       KERAMIK,                       SCHALEN,            264,1,          berry,       D16.5xH7,              594160,264,
594183,             Kübel Samsoe true blue 11cm,    1.99,       0,    2.79,    24,        24,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             24,1,      true blue,         D11xH9,              594178,24,
594203,            Kübel Legacy natur-weiß 18cm,    5.99,       0,   10.59,     8,        32,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             32,1,     natur-weiß,        D18xH15,              594200,40,
594207,            Kübel Legacy natur-grau 18cm,    5.99,       0,   10.59,     8,        40,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             40,1,     natur-grau,        D18xH15,              594200,40,
594208,              Kübel Boby soft green 11cm,    1.99,       0,    2.79,    24,       288,06.09.2021,480  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -192,1,     soft green,         D11xH9,              594208,0,
594209,            Kübel Boby soft green 12.5cm,    2.99,       0,    4.19,    18,       288,06.09.2021,450  ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,           -162,1,     soft green,      D12.5xH11,              594208,0,
